Metrics Name,Abstract_Summary,Claims_Summary,Summary(Abstract Summary+ Claim Summary),Summary of Summary(Abstract Summary+ Claim Summary),Summary Of (Abstrct+Claim) As single input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rouge Score ,"Overlap_Score['rouge-1']: 0.5846416566452358
Coherence_Score['rouge-2']: 0.3361745698442278
Informativeness_Score['rouge-l']: 0.5464240355096511","Overlap_Score['rouge-1']: 0.5654084319553943
Coherence_Score['rouge-2']: 0.327160408910243
Informativeness_Score['rouge-l']: 0.5440582458956875","Overlap_Score['rouge-1']: 0.5876360810826065
Coherence_Score['rouge-2']: 0.37743062563826585
Informativeness_Score['rouge-l']: 0.570288317727583","Overlap_Score['rouge-1']: 0.17802591832610024
Coherence_Score['rouge-2']: 0.06477827013121165
Informativeness_Score['rouge-l']: 0.16508555006301706","Overlap_Score['rouge-1']: 0.4238528161790118
Coherence_Score['rouge-2']: 0.2169951596854535
Informativeness_Score['rouge-l']: 0.40531427846956597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLEU Score,0.204385296495103,0.11076683882772145,0.12151850275164301,0.153852077166901,0.00458567459044246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERT Score,0.7598839428161551,0.7239657048067433,0.7570677851606732,0.4538178516951807,0.6780750051963549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flesch_Reading_Ease_(FRE) Score,32.8268834355828,31.951306748466248,28.579871165644192,72.51726380368139,31.201196319018397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleman-Liau Index (CLI) Score,15.377351268169019,14.447861803707259,16.247629698035848,9.358584231982212,15.409723259083716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale_Chall_Readability (DCR) Score,10.430141104294492,8.318907975460114,10.35134969325154,15.003742331288183,9.547950920245421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SummaC Score,0.9453633,0.9404963,0.9511976,0.55537665,0.91378164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-gram Score,70.64294478527607,2998.90245398773,309.44233128834355,8.63435582822085,942.9846625766871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
